mean_reward,loss,epsilon,episodes,collision_rate,step
8.443697042710244,0.11891052272170782,0.910985,117,0.8290598290598291,1000
6.7677842955035485,0.24511895820498467,0.815985,224,0.8080357142857143,2000
9.414181192214002,0.3117668043076992,0.720985,331,0.7824773413897281,3000
9.750904384621109,0.40501745395362376,0.625985,430,0.7744186046511627,4000
12.108773763694886,0.34639218129217625,0.530985,511,0.726027397260274,5000
11.671746774865777,0.28364610478281976,0.43598500000000007,585,0.6854700854700855,6000
11.4126537179113,0.24276277042925357,0.3409850000000001,662,0.6465256797583081,7000
11.66085327320499,0.22499540872871876,0.24598500000000012,738,0.6138211382113821,8000
13.505932279666784,0.18098051568493248,0.15098500000000004,810,0.5777777777777777,9000
13.232948595033836,0.15410074206069113,0.05598500000000006,882,0.5476190476190477,10000
12.480437623760345,0.13555451288819312,0.050000000000000044,955,0.5267015706806283,11000
14.51654481639856,0.14646460818126797,0.050000000000000044,1028,0.5077821011673151,12000
13.051441550723846,0.11382737496867776,0.050000000000000044,1101,0.4913714804722979,13000
14.643383486702827,0.10669350322335959,0.050000000000000044,1173,0.473998294970162,14000
11.233926609590638,0.10648714547045529,0.050000000000000044,1249,0.46036829463570855,15000
12.322901809539733,0.09788374319672584,0.050000000000000044,1320,0.44696969696969696,16000
14.357447526306998,0.09730574666522443,0.050000000000000044,1390,0.43381294964028777,17000
11.941856352353891,0.08199440729804337,0.050000000000000044,1461,0.42368240930869266,18000
13.655852163045981,0.09963540933094919,0.050000000000000044,1537,0.41639557579700714,19000
13.636833423544314,0.08552675173617899,0.050000000000000044,1611,0.4127870887647424,20000
11.872269230188746,0.09262304291129113,0.050000000000000044,1686,0.4098457888493476,21000
13.782259434536053,0.09245212465524673,0.050000000000000044,1763,0.40499149177538285,22000
11.506956676155298,0.08492756819352508,0.050000000000000044,1836,0.39760348583877997,23000
14.2353431593335,0.07519403362646698,0.050000000000000044,1911,0.3935112506541078,24000
12.485239387606141,0.08083309505134821,0.050000000000000044,1982,0.38698284561049445,25000
13.516330487392494,0.08129023298621178,0.050000000000000044,2058,0.3838678328474247,26000
13.064837934499986,0.09208470234647394,0.050000000000000044,2135,0.38173302107728335,27000
12.047330302332275,0.08522702037356794,0.050000000000000044,2209,0.3775464010864645,28000
12.776652198128808,0.07521018287166953,0.050000000000000044,2281,0.37220517316966245,29000
13.220071910640424,0.07232966969721019,0.050000000000000044,2355,0.36857749469214435,30000
12.884842041303212,0.06970379712991416,0.050000000000000044,2428,0.3649093904448105,31000
13.022912031205047,0.08101177441887558,0.050000000000000044,2497,0.3604325190228274,32000
12.13436308994307,0.07046301297843456,0.050000000000000044,2572,0.35964230171073097,33000
13.53828370902968,0.06886256978847087,0.050000000000000044,2647,0.35776350585568567,34000
11.097516721461881,0.07097531648352742,0.050000000000000044,2720,0.35551470588235295,35000
13.88280809116329,0.06832388885319234,0.050000000000000044,2791,0.35399498387674666,36000
12.718253035482316,0.06202232334762812,0.050000000000000044,2864,0.35195530726256985,37000
12.950757871434266,0.0676398168504238,0.050000000000000044,2942,0.35452073419442554,38000
11.995615630159534,0.0706935908831656,0.050000000000000044,3019,0.35475322954620736,39000
11.747657314792217,0.06437702585943043,0.050000000000000044,3095,0.355735056542811,40000
12.027885853931519,0.061986294304952026,0.050000000000000044,3166,0.35281111813013266,41000
10.22554054683658,0.06193392376415432,0.050000000000000044,3244,0.35388409371146734,42000
13.990217701889929,0.06160209278576076,0.050000000000000044,3316,0.35223160434258144,43000
11.758109100793323,0.058918780107051136,0.050000000000000044,3388,0.35182998819362454,44000
13.696418780571273,0.0617466267477721,0.050000000000000044,3462,0.35181975736568455,45000
12.453886496390677,0.054608390787616375,0.050000000000000044,3537,0.3511450381679389,46000
14.182116096897266,0.05012798528186977,0.050000000000000044,3610,0.35013850415512465,47000
13.04157001979759,0.09719339340925216,0.050000000000000044,3683,0.34971490632636437,48000
11.112727858454667,0.04940784831531346,0.050000000000000044,3759,0.35062516626762436,49000
12.924715803381499,0.06067027932032943,0.050000000000000044,3829,0.3473491773308958,50000
