mean_reward,loss,epsilon,episodes,collision_rate,step
7.4664481082581915,0.1372148298472166,0.910985,102,0.7254901960784313,1000
10.139945815257882,0.33839232608675957,0.815985,212,0.7735849056603774,2000
9.222611779162538,0.4107872559130192,0.720985,313,0.7476038338658147,3000
12.308882267948189,0.3606447568535805,0.625985,392,0.6989795918367347,4000
12.62066059872618,0.39568987384438514,0.530985,472,0.6567796610169492,5000
12.30172017815118,0.3715990726649761,0.43598500000000007,546,0.6190476190476191,6000
10.571860516210457,0.36106197282671926,0.3409850000000001,619,0.5848142164781907,7000
14.32515396203234,0.32877688378095626,0.24598500000000012,689,0.5529753265602322,8000
15.448279753899294,0.3151442614197731,0.15098500000000004,752,0.5186170212765957,9000
16.083697826272438,0.28439733006060125,0.05598500000000006,812,0.48891625615763545,10000
15.775045471293208,0.28131153509020806,0.050000000000000044,872,0.45756880733944955,11000
15.812245030482348,0.24529746428132057,0.050000000000000044,931,0.43609022556390975,12000
14.90645999444131,0.22788932658731936,0.050000000000000044,991,0.42078708375378404,13000
10.75693203944969,0.19376026287674905,0.050000000000000044,1060,0.41132075471698115,14000
14.376149941583453,0.21922725480049848,0.050000000000000044,1130,0.4026548672566372,15000
13.457726702356856,0.2176203877478838,0.050000000000000044,1197,0.39515455304928987,16000
13.200064572343845,0.1917559039965272,0.050000000000000044,1264,0.3837025316455696,17000
14.189818062125301,0.18783229310065508,0.050000000000000044,1332,0.3731231231231231,18000
12.435966502575692,0.1599768164381385,0.050000000000000044,1404,0.3660968660968661,19000
14.672506702553928,0.1522275599092245,0.050000000000000044,1477,0.3595125253893026,20000
11.579169473624646,0.1475436065904796,0.050000000000000044,1558,0.3575096277278562,21000
10.131009066089769,0.14684501530602576,0.050000000000000044,1639,0.3563148261134838,22000
9.178048831772683,0.12023731676861643,0.050000000000000044,1732,0.36027713625866054,23000
12.037154576716711,0.13234366046264767,0.050000000000000044,1814,0.35887541345093715,24000
9.25212570178024,0.1289103371091187,0.050000000000000044,1905,0.36167979002624673,25000
9.115730434467377,0.11626154879108071,0.050000000000000044,2000,0.3655,26000
9.46229755795152,0.12225403562188149,0.050000000000000044,2099,0.3696998570747975,27000
10.431588003484991,0.12288571471348404,0.050000000000000044,2193,0.37163702690378475,28000
11.289921049113262,0.11027887375093996,0.050000000000000044,2286,0.37357830271216097,29000
7.737538963028321,0.11084688107483089,0.050000000000000044,2385,0.37777777777777777,30000
9.639450641647974,0.11118067498318851,0.050000000000000044,2475,0.37737373737373736,31000
10.742467432189196,0.1083985807094723,0.050000000000000044,2579,0.3834819697557193,32000
8.260378679362635,0.1169464008603245,0.050000000000000044,2683,0.3891166604547149,33000
8.531537601847145,0.10345579309388996,0.050000000000000044,2782,0.39324227174694465,34000
7.864318266030099,0.10415324779227376,0.050000000000000044,2881,0.395001735508504,35000
9.884672054222028,0.10335166505537927,0.050000000000000044,2981,0.3971821536397182,36000
7.43009100329243,0.10553197435103356,0.050000000000000044,3084,0.40142671854734113,37000
9.39897542978293,0.09247258367948234,0.050000000000000044,3179,0.4023277760301982,38000
7.819011471444233,0.09906281449832022,0.050000000000000044,3280,0.4051829268292683,39000
9.628407517384858,0.09749940063804388,0.050000000000000044,3374,0.4060462359217546,40000
7.855901930341586,0.09342397176194936,0.050000000000000044,3475,0.40776978417266185,41000
8.77428524216214,0.09691926246508956,0.050000000000000044,3580,0.41201117318435754,42000
7.725808423571576,0.10209143566899001,0.050000000000000044,3675,0.41306122448979593,43000
7.494269958191876,0.09915557324886322,0.050000000000000044,3778,0.4168872419269455,44000
7.833790744964792,0.10050493811257183,0.050000000000000044,3887,0.42191921790583997,45000
7.650647526335215,0.09558864457532763,0.050000000000000044,4000,0.428,46000
5.755863764522652,0.09961788210086525,0.050000000000000044,4124,0.4376818622696411,47000
5.7759260098202585,0.092144112768583,0.050000000000000044,4243,0.44473250058920577,48000
7.8242357942910115,0.10357951886020601,0.050000000000000044,4351,0.4490921627212135,49000
6.837625060950954,0.1158572961948812,0.050000000000000044,4466,0.45521719659650695,50000
