mean_reward,loss,epsilon,episodes,collision_rate,step
7.061538461538461,0.23065534725785256,0.910985,133,0.5037593984962406,1000
4.873076923076922,0.29739041805267336,0.815985,269,0.4944237918215613,2000
7.039423076923076,0.08628742843866348,0.720985,408,0.5049019607843137,3000
4.140384615384615,0.0738661744631827,0.625985,551,0.5226860254083484,4000
3.967307692307692,0.0707097116112709,0.530985,696,0.5272988505747126,5000
4.748076923076923,0.06456156238913537,0.43598500000000007,829,0.5223160434258143,6000
3.8653846153846145,0.055696683935821056,0.3409850000000001,972,0.5308641975308642,7000
6.521153846153846,0.044195208447054025,0.24598500000000012,1105,0.5276018099547511,8000
7.096153846153845,0.0387717910669744,0.15098500000000004,1235,0.5230769230769231,9000
4.878846153846153,0.0348573409114033,0.05598500000000006,1380,0.5297101449275362,10000
6.04326923076923,0.03779434618540108,0.050000000000000044,1523,0.535784635587656,11000
8.34423076923077,0.03820910389535129,0.050000000000000044,1663,0.5375826819001804,12000
3.5413461538461535,0.03667056698352098,0.050000000000000044,1808,0.5398230088495575,13000
7.588461538461537,0.0426568219717592,0.050000000000000044,1937,0.5353639648941663,14000
9.022115384615384,0.04115071965847164,0.050000000000000044,2074,0.5337512054001928,15000
9.31826923076923,0.03439114346867427,0.050000000000000044,2195,0.5275626423690205,16000
6.035576923076922,0.03694562703371048,0.050000000000000044,2322,0.5249784668389319,17000
7.778846153846155,0.04472740478347987,0.050000000000000044,2450,0.5220408163265307,18000
8.247115384615384,0.03710482326336205,0.050000000000000044,2585,0.5206963249516441,19000
5.841346153846153,0.0372792750922963,0.050000000000000044,2719,0.5193085693269585,20000
6.4192307692307695,0.038674442619085314,0.050000000000000044,2853,0.5177006659656502,21000
9.204807692307693,0.040822778374422344,0.050000000000000044,2989,0.5182335229173637,22000
7.377884615384614,0.03693978299386799,0.050000000000000044,3129,0.5199744327261105,23000
6.409615384615385,0.03396624417277053,0.050000000000000044,3262,0.5183936235438381,24000
8.044230769230769,0.03410791140049696,0.050000000000000044,3399,0.5189761694616064,25000
5.4557692307692305,0.03712549807038158,0.050000000000000044,3532,0.5181200453001132,26000
7.372115384615386,0.03337386361672543,0.050000000000000044,3664,0.5182860262008734,27000
7.945192307692308,0.03496702330186963,0.050000000000000044,3802,0.5184113624408206,28000
7.468269230769231,0.03150492734275758,0.050000000000000044,3926,0.5160468670402445,29000
9.578846153846154,0.02830435389187187,0.050000000000000044,4053,0.5139402911423637,30000
5.55,0.02678553380072117,0.050000000000000044,4185,0.5135005973715651,31000
6.6125,0.026847687701229007,0.050000000000000044,4315,0.5117033603707996,32000
5.8605769230769225,0.02601571467705071,0.050000000000000044,4446,0.5105713000449843,33000
5.5625,0.02344848668668419,0.050000000000000044,4582,0.5104757747708424,34000
7.584615384615384,0.01971677995054051,0.050000000000000044,4702,0.5078689919183327,35000
7.209615384615384,0.017999982722103597,0.050000000000000044,4835,0.5073422957600827,36000
8.076923076923077,0.01895967923104763,0.050000000000000044,4964,0.5056406124093473,37000
7.976923076923077,0.016804082770831882,0.050000000000000044,5088,0.5043238993710691,38000
7.400961538461537,0.017975339982658625,0.050000000000000044,5224,0.5049770290964778,39000
5.966346153846155,0.016877803867682815,0.050000000000000044,5356,0.5046676624346528,40000
7.406730769230768,0.01617072996450588,0.050000000000000044,5482,0.5038307187157971,41000
8.347115384615385,0.013526021604193375,0.050000000000000044,5607,0.5025860531478509,42000
7.183653846153845,0.01580248192651197,0.050000000000000044,5722,0.4998252359314925,43000
7.282692307692308,0.014760678772581741,0.050000000000000044,5845,0.49820359281437127,44000
8.03076923076923,0.013794321389868856,0.050000000000000044,5961,0.4957221942627076,45000
9.552884615384615,0.01812342550139874,0.050000000000000044,6089,0.4958121202167844,46000
7.444230769230769,0.016722651736345143,0.050000000000000044,6213,0.4955737968775149,47000
7.534615384615385,0.018035684584174306,0.050000000000000044,6332,0.494472520530638,48000
7.078846153846153,0.01725361369433813,0.050000000000000044,6450,0.4927131782945736,49000
7.170192307692306,0.015791268649045377,0.050000000000000044,6578,0.4928549711158407,50000
